imdb_score,genres,movie_title,content_rating,title_year,duration
4.3,Fantasy|Horror|Thriller,Jason Goes to Hell: The Final Friday,R,1993,91
6.7,Thriller,Torn Curtain,Approved,1966,128
7.2,Comedy|Documentary|Music,Dave Chappelle's Block Party,R,2005,100
6.9,Western,Slow West,R,2015,84
6.6,Comedy|Drama|Music,Krush Groove,R,1985,97
5.9,Action|Comedy|Crime,Next Day Air,R,2009,84
7.9,Drama,Elmer Gantry,Approved,1960,146
8.3,Drama|War,Judgment at Nuremberg,Not Rated,1961,186
5.2,Comedy,Trippin',R,1999,94
7.8,Animation|Comedy,Robot Chicken            ,TV-MA,,11
7.8,Action|Adventure|Romance|Western,Red River,Approved,1948,126
3,Comedy,Phat Girlz,PG-13,2006,99
7.9,Drama|Romance,Before Midnight,R,2013,109
3.2,Comedy|Fantasy,Teen Wolf Too,PG,1987,95
6.5,Action|Fantasy|Horror|Sci-Fi|Thriller,Phantasm II,R,1988,97
6.9,Drama,Woman Thou Art Loosed,R,2004,94
7,Comedy|Drama,Real Women Have Curves,PG-13,2002,90
7.4,Drama|War,Deadline Gallipoli            ,,,197
7.8,Drama|Romance,Water,PG-13,2005,117
6.9,Comedy|Drama,East Is East,R,1999,96
4.4,Comedy|Romance,Whipped,R,2000,82
6,Crime|Drama|History|Romance,Kama Sutra: A Tale of Love,R,1996,109
6.6,Comedy|Drama,Please Give,R,2010,90
7.8,Family|Fantasy|Musical,Willy Wonka & the Chocolate Factory,G,1971,89
5.3,Fantasy|Horror,Warlock: The Armageddon,R,1993,98
5.3,Comedy|Crime,8 Heads in a Duffel Bag,R,1997,95
8,Drama|Romance,Days of Heaven,PG,1978,94
7.1,Drama,Thirteen Conversations About One Thing,R,2001,104
5.4,Comedy|Crime|Thriller,Jawbreaker,R,1999,87
6.9,Biography|Drama,Basquiat,R,1996,108
7.4,Comedy|Drama|Romance,Frances Ha,R,2012,86
7.3,Crime|Drama,Tsotsi,R,2005,94
7.8,Comedy|Drama,Happiness,,1998,134
6.6,Comedy|Documentary,DysFunktional Family,R,2003,89
5.4,Comedy|Drama|Horror,Tusk,R,2014,102
8.4,Drama|Mystery|Thriller,Oldboy,R,2003,120
6.3,Drama|Family,Letters to God,PG,2010,110
6.1,Action|Comedy|Thriller,Hobo with a Shotgun,Not Rated,2011,86
5,Action|Comedy,Compadres,R,2016,101
6.9,Comedy|Crime|Drama|Thriller,Freeway,R,1996,102
7.2,Drama|Family|Western,Love's Abiding Joy,PG,2006,87
7.3,Drama,Fish Tank,Not Rated,2009,123
5.7,Comedy|Drama|Romance,Damsels in Distress,PG-13,2011,99
5,Horror|Sci-Fi|Thriller,Creature            ,,,173
5.3,Comedy|Romance,Bachelorette,R,2012,87
7.9,Comedy|Drama|Horror|Sci-Fi|Thriller,BrainDead            ,,,44
5,Drama|Family|Music,Brave New Girl,PG-13,2004,120
5.3,Comedy,Tim and Eric's Billion Dollar Movie,R,2012,93
6,Crime|Drama|Thriller,The Gambler,R,2014,111
7.6,Drama,The Grand            ,,,60
7.4,Comedy|Drama|Romance|Sport,Summer Storm,R,2004,98
5.9,Drama|History|War,Fort McCoy,R,2011,100
4.1,Horror|Thriller,Chain Letter,R,2009,88
6.7,Comedy|Drama,Just Looking,R,1999,97
5.8,Drama|Sci-Fi|Thriller,The Divide,R,2011,122
6.2,Drama|Horror|Romance,The Eclipse,R,2009,86
5.3,Horror|Thriller,Demonic,R,2015,83
3.3,Comedy,My Big Fat Independent Movie,R,2005,80
6.5,Adventure|Family|Fantasy,Alice in Wonderland,PG,2010,108
6.2,Comedy,The Deported,PG-13,2009,90
5.9,Drama,Tanner Hall,R,2009,96
5.5,Action|Drama|Thriller,Open Road,,2013,85
5.5,Comedy,They Came Together,R,2014,83
2.6,Comedy,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,R,2013,80
5.8,Action|Drama|Sport,Never Back Down 2: The Beatdown,R,2011,90
7.4,Crime|Thriller,Point Blank,Approved,1967,92
5.1,Comedy,Four Single Fathers,,2009,100
5.2,Thriller,Enter the Dangerous Mind,,2013,88
4.8,Drama|Horror|Mystery|Thriller,Something Wicked,R,2014,95
3.9,Thriller,AWOL-72,R,2015,82
6.2,Adventure|Crime|Drama,Iguana,,1988,97
7,Drama|Family|Fantasy|Romance,Cinderella,PG,2015,105
6.2,Action|Adventure|Crime|Drama,Chicago Overcoat,R,2009,94
5.9,Comedy|Drama|Romance,Barry Munday,R,2010,95
8,Drama,Central Station,R,1998,113
7.3,Comedy|Drama,Pocketful of Miracles,Approved,1961,136
4.9,Action|Crime,Close Range,,2015,80
6.5,Comedy|Romance,Boynton Beach Club,R,2005,105
4.3,Drama|Horror|Mystery|Thriller,Amnesiac,,2014,90
6.4,Documentary,Freakonomics,PG-13,2010,93
7.6,Fantasy|Horror|Mystery,The Omen,R,1976,107
6.8,Horror,High Tension,Unrated,2003,89
6.1,Comedy|Drama|Romance|Sci-Fi,Griff the Invisible,PG-13,2010,90
4,Action|Horror|Thriller,Unnatural,R,2015,89
7.4,Crime|Drama|Music,Hustle & Flow,R,2005,116
8.3,Comedy|Music|Romance,Some Like It Hot,Not Rated,1959,120
5.3,Horror,Friday the 13th Part VII: The New Blood,R,1988,88
8.1,Adventure|Family|Fantasy|Musical,The Wizard of Oz,Passed,1939,102
8,Comedy,Young Frankenstein,PG,1974,106
5.7,Horror,Diary of the Dead,R,2007,95
8.2,Comedy|Drama|Romance,Lage Raho Munna Bhai,PG-13,2006,144
7.1,Drama,Ulee's Gold,R,1997,113
7.4,Adventure|Family|Sport,The Black Stallion,G,1979,118
6.6,Romance,Sardaar Ji,,2015,141
5.7,Action|Adventure|Animation|Comedy|Sci-Fi,Journey to Saturn,Not Rated,2008,90
6.9,Adventure|Comedy|Romance,Donovan's Reef,Not Rated,1963,109
7,Comedy|Drama,The Dress,,1996,95
7,Drama|Fantasy|Romance|War,A Guy Named Joe,Passed,1943,122
7.8,Comedy|Western,Blazing Saddles,R,1974,93
5.9,Horror|Thriller,Friday the 13th: The Final Chapter,R,1984,97
7.4,Drama,Ida,PG-13,2013,82
7.8,Drama|Romance,Maurice,R,1987,140
6,Comedy|Sport,Beer League,R,2006,86
5.3,Drama|Sci-Fi|Thriller,The Astronaut's Wife,R,1999,109
7.9,Documentary|History|Sport,Riding Giants,PG-13,2004,105
7.2,Horror|Mystery|Sci-Fi|Thriller,Timecrimes,R,2007,66
7.4,Action|Adventure|Comedy,Silver Medallist,,2009,99
5.3,Horror|Thriller,Timber Falls,R,2007,100
8.3,Comedy|Musical|Romance,Singin' in the Rain,Approved,1952,103
7.6,Documentary,"Fat, Sick & Nearly Dead",,2010,97
5.1,Comedy|Fantasy,A Haunted House,R,2013,86
5.1,Documentary,2016: Obama's America,PG,2012,87
4.9,Horror,Halloween II,R,2009,119
6.9,Comedy|Drama|Music,That Thing You Do!,PG,1996,149
4.6,Horror|Mystery|Sci-Fi,Halloween III: Season of the Witch,R,1982,98
6.3,Action|Sci-Fi,Escape from the Planet of the Apes,G,1971,98
7.9,Drama,Hud,Approved,1963,112
6.7,Comedy|Documentary,Kevin Hart: Let Me Explain,R,2013,75
7.1,Drama,My Own Private Idaho,R,1991,104
7.6,Comedy|Drama|Romance,Garden State,R,2004,102
8.1,Drama|Romance,Before Sunrise,R,1995,105
6.6,Action|Drama|Horror|Thriller,Sur le seuil,,2003,99
7,Drama,Jesus' Son,R,1999,107
7.6,Comedy|Drama|Romance,Saving Face,R,2004,96
6.7,Drama,Brick Lane,PG-13,2007,101
7.1,Comedy|Crime|Drama|Sci-Fi,Robot & Frank,PG-13,2012,89
7.6,Drama|Romance,My Life Without Me,R,2003,106
7.1,Comedy|Drama|Romance,The Spectacular Now,R,2013,95
7.1,Comedy|Family|Musical|Romance|Short,Marilyn Hotchkiss' Ballroom Dancing and Charm School,,1990,34
7.7,Comedy|Documentary|War,Religulous,R,2008,101
7.6,Documentary,Fuel,Not Rated,2008,112
6.6,Drama,Valley of the Heart's Delight,,2006,100
6.7,Comedy|Sport,Dodgeball: A True Underdog Story,PG-13,2004,92
5.7,Comedy|Drama|Family,Eye of the Dolphin,PG-13,2006,100
7.1,Documentary,8: The Mormon Proposition,R,2010,80
6.2,Comedy|Drama|Romance,The Other End of the Line,PG-13,2008,106
6.1,Horror|Thriller,Anatomy,R,2000,103
5.9,Drama|Romance|Sci-Fi|Thriller,Sleep Dealer,PG-13,2008,90
6.8,Comedy|Crime|Drama,Super,R,2010,96
5.8,Comedy|Drama|Family|Romance,Christmas Mail,TV-PG,2010,89
5,Comedy|Horror,Stung,Not Rated,2015,87
6.3,Horror,Antibirth,,2016,94
6.8,Drama|History,Get on the Bus,R,1996,120
5.1,Drama|Horror|Mystery|Thriller,Thr3e,PG-13,2006,101
6.6,Adventure|Comedy|Sci-Fi,Idiocracy,R,2006,84
5,Crime|Drama,The Rise of the Krays,R,2015,110
7.7,Crime|Drama,This Is England,Unrated,2006,101
3.1,Comedy|Sci-Fi,Alien Uprising,R,2012,101
6.5,Comedy|Musical,Bathing Beauty,Passed,1944,101
3.9,Drama|Musical,Go for It!,PG-13,2011,105
6.8,Comedy|Drama|Family,"Dancer, Texas Pop. 81",PG,1998,97
7,Drama|Family|Musical|Romance,Show Boat,Approved,1951,108
5.9,Drama,Redemption Road,PG-13,2010,95
5.8,Thriller,The Calling,R,2014,108
7.3,Adventure|Animation|Comedy|Family|Fantasy|Musical,The Brave Little Toaster,Not Rated,1987,90
7.8,Animation|Family|Fantasy|Music,Fantasia,G,1940,120
7.8,Action|Crime|Drama|Thriller,The French Connection,R,1971,104
6.9,Drama|Thriller,8 Days,PG-13,2014,90
5.7,Horror|Thriller,Friday the 13th Part III,R,1982,91
4.7,Horror|Mystery|Thriller,Friday the 13th: A New Beginning,R,1985,92
5.9,Drama,The Last Sin Eater,PG-13,2007,117
5.9,Drama,Do You Believe?,PG-13,2015,120
4.3,Thriller,Impact Point,R,2008,90
7.5,Drama,The Valley of Decision,Passed,1945,119
4.8,Drama|Thriller,Eden,R,2015,90
5.8,Comedy|Drama|Romance,Chicken Tikka Masala,,2005,90
5.3,Comedy|Music|Romance,Always Woodstock,,2014,97
6,Action|Comedy|Horror,Jack Brooks: Monster Slayer,R,2007,90
8.1,Drama|Romance|War,The Best Years of Our Lives,Not Rated,1946,172
7,Biography|Crime|Drama,Bully,R,2001,115
7.6,Comedy|Drama,Elling,R,2001,89
7.2,Crime|Drama,Mi America,R,2015,125
7.5,Horror,[Rec],R,2007,78
6.3,Drama,Lies in Plain Sight,TV-PG,2010,89
6.7,Comedy|Drama|Mystery|Romance|Thriller,Sharkskin,,2015,100
4.8,Horror|Sci-Fi|Thriller,Containment,,2015,77
5.5,Adventure|Drama|Western,The Timber,,2015,81
7.5,Action|Adventure|Thriller,From Russia with Love,Approved,1963,115
5.1,Action|Comedy|Horror|Sci-Fi,The Toxic Avenger Part II,R,1989,96
7.4,Crime|Drama|Mystery,In the Heat of the Night            ,,,60
7.3,Comedy|Sci-Fi,Sleeper,PG,1973,89
6.9,Horror|Mystery,It Follows,R,2014,100
6.8,Comedy,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,R,1972,88
8.4,Crime|Drama,To Kill a Mockingbird,Not Rated,1962,129
7.6,Action|Adventure|Sci-Fi|Thriller,Mad Max 2: The Road Warrior,R,1981,87
7.6,Action|Comedy,The Legend of Drunken Master,R,1994,102
7.7,Crime|Drama|Romance,Lolita,Not Rated,1962,152
7.6,Biography|Crime|Drama|Romance,Boys Don't Cry,R,1999,118
5.3,Drama|Horror|Mystery|Thriller,Silent House,R,2011,86
8.5,Drama|Thriller,The Lives of Others,R,2006,137
7,Drama,Courageous,PG-13,2011,129
8,Drama|Sport,The Hustler,Unrated,1961,134
7.1,Adventure|Drama|Romance|Western,Boom Town,Passed,1940,119
7.8,Animation|Comedy|Drama,The Triplets of Belleville,PG-13,2003,80
7.2,Comedy|Drama,Smoke Signals,PG-13,1998,89
7.5,Biography|Comedy|Drama,American Splendor,R,2003,101
8,Drama|Romance,Before Sunset,R,2004,80
8.1,Drama|Thriller,Amores Perros,R,2000,115
6.8,Drama,Thirteen,R,2003,100
7.4,Drama|Romance,Gentleman's Agreement,Approved,1947,118
7.2,Drama,Winter's Bone,R,2010,100
8.1,Adventure|Documentary|Drama|Sport,Touching the Void,R,2003,106
7,Drama|Musical|Romance,Alexander's Ragtime Band,Approved,1938,106
7.4,Comedy|Drama,Me and You and Everyone We Know,R,2005,91
8.3,Crime|Documentary,Inside Job,PG-13,2010,105
6.1,Drama|Music|Romance,We Are Your Friends,R,2015,96
7.5,Action|Crime|Drama|Thriller,Ghost Dog: The Way of the Samurai,R,1999,116
7,Action|Crime|Drama|Thriller,Harsh Times,R,2005,116
5.3,Crime|Drama|Thriller,Captive,PG-13,2015,97
4.7,Comedy|Romance,Full Frontal,R,2002,101
5.7,Horror|Mystery|Thriller,Witchboard,R,1986,98
8.1,Comedy,Strangers with Candy            ,TV-14,,22
7.8,Drama,Hamlet,PG-13,1996,150
6.5,Comedy|Drama|Romance,Shortbus,Unrated,2006,101
8,Animation|Biography|Documentary|Drama|History|War,Waltz with Bashir,R,2008,90
3.3,Adventure,"The Book of Mormon Movie, Volume 1: The Journey",PG-13,2003,120
8.3,Documentary|War,No End in Sight,,2007,102
6.9,Drama|Romance,The Diary of a Teenage Girl,R,2015,102
7.3,Comedy|Drama|Romance,Get Real            ,,,60
8.1,Documentary|History,In the Shadow of the Moon,PG,2007,100
6.5,Drama|Western,Meek's Cutoff,PG,2010,104
6.8,Biography|Documentary|History,Inside Deep Throat,NC-17,2005,89
7.3,Crime|Drama|Romance,Dinner Rush,R,2000,99
6.4,Comedy|Drama,Clockwatchers,PG-13,1997,96
4.6,Comedy,The Virginity Hit,R,2010,86
6.5,Comedy|Drama|Thriller,Subway,R,1985,98
7,Comedy|Drama,House of D,PG-13,2004,96
5.4,Comedy|Fantasy|Horror|Thriller,Teeth,R,2007,94
6.7,Action|Adventure|Comedy|Drama|Music|Sci-Fi,Six-String Samurai,PG-13,1998,91
2.8,Action|Comedy|Romance|Thriller,Hum To Mohabbat Karega,,2000,
7.4,Biography|Comedy|Drama|Music,It's All Gone Pete Tong,R,2004,90
5.8,Comedy|Drama,Saint John of Las Vegas,R,2009,85
7.1,Comedy|Drama|Romance|Sport,24 7: Twenty Four Seven,R,1997,96
4.5,Drama,Stonewall,R,2015,129
7.9,Comedy|Drama|Sci-Fi,Eureka            ,TV-14,,60
5.3,Animation|Comedy|Family|Romance,Roadside Romeo,PG,2008,93
5.4,Crime|Drama,This Thing of Ours,Not Rated,2003,100
4.8,Adventure|Family|Fantasy,The Lost Medallion: The Adventures of Billy Stone,PG,2013,97
5.9,Comedy|Drama|Musical|Romance,The Last Five Years,PG-13,2014,94
6.2,Drama,The Missing Person,,2009,95
5.9,Horror|Romance|Sci-Fi,Return of the Living Dead III,R,1993,97
6.6,Drama|Romance,London,R,2005,92
6.6,Drama,Sherrybaby,R,2006,96
5.1,Comedy|Crime,Stealing Harvard,PG-13,2002,85
6,Drama|Horror|Mystery|Sci-Fi|Thriller,Circle,Not Rated,2015,87
6.8,Horror|Thriller,Eden Lake,R,2008,91
5.4,Thriller,Plush,R,2013,99
5.2,Action|Comedy|Fantasy|Horror,Vampire Killers,R,2009,88
7.8,Action|Crime|Drama,Gangster's Paradise: Jerusalema,R,2008,119
6.4,Crime|Drama|Thriller,Freeze Frame,R,2004,99
6.1,Horror,Grave Encounters,Not Rated,2011,92
5.7,Comedy|Horror,Stitches,R,2012,86
5.5,Crime|Drama|Horror|Mystery|Thriller,Nine Dead,R,2010,83
7.4,Documentary,"To Be Frank, Sinatra at 100",,2015,81
7.1,Comedy,Bananas,GP,1971,82
3.9,Thriller,Supercapitalist,Not Rated,2012,102
4.6,Action|Crime|Drama|Thriller,Rockaway,R,2007,90
7.3,Comedy|Drama,Wings            ,,,30
7.7,Crime|Drama|Film-Noir|Mystery|Thriller,The Lady from Shanghai,Not Rated,1947,92
4.9,Horror|Thriller,No Man's Land: The Rise of Reeker,R,2008,88
6.3,Crime|Drama,Highway,R,2002,97
6.1,Comedy|Crime|Drama,Small Apartments,R,2012,96
6.6,Comedy,Coffee Town,,2013,87
5.7,Comedy|Fantasy|Musical|Sci-Fi,The Ghastly Love of Johnny X,Not Rated,2012,106
5.6,Comedy|Drama,All Is Bright,R,2013,107
6,Horror|Mystery,The Torture Chamber of Dr. Sadism,M,1967,80
5.7,Comedy|Drama,Straight A's,R,2013,91
7,Comedy|Musical,A Funny Thing Happened on the Way to the Forum,Approved,1966,99
5.3,Documentary,Slacker Uprising,,2007,102
4.4,Action|Adventure|History|Western,The Legend of Hell's Gate: An American Conspiracy,PG-13,2011,108
3.4,Comedy|Horror,The Walking Deceased,R,2015,88
4.5,Drama|Horror|Mystery|Thriller,The Curse of Downers Grove,,2015,89
3.4,Thriller,Shark Lake,Not Rated,2015,92
7.1,Crime|Drama,River's Edge,R,1986,99
6.4,Drama|Fantasy,Northfork,PG-13,2003,103
5.2,Action|Thriller,The Marine 4: Moving Target,R,2015,90
7,Drama|Mystery|Thriller,Buried,R,2010,95
7.3,Comedy|Drama|Romance,Submarine,R,2010,97
8.1,Documentary|Drama|History|News,The Square,Not Rated,2013,108
5.8,Drama,One to Another,Unrated,2006,95
5.9,Drama|Fantasy|Horror,Carrie,R,2013,100
6.4,Drama|Musical,ABCD (Any Body Can Dance),Not Rated,2013,160
7.5,Horror,A Nightmare on Elm Street,X,1984,101
7.8,Biography|Crime|Documentary|History|Thriller,Man on Wire,PG-13,2008,90
6.3,Drama,Abandoned,,2015,86
7.2,Drama,Brotherly Love,R,2015,89
5.6,Drama|Horror|Thriller,The Last Exorcism,PG-13,2010,87
7.2,Biography|Drama|Music,Nowhere Boy,R,2009,98
8,Drama,A Streetcar Named Desire,PG,1951,125
8.5,Comedy,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,PG,1964,95
6.8,Drama|Romance,El crimen del padre Amaro,R,2002,118
7.3,Drama|Fantasy,Beasts of the Southern Wild,PG-13,2012,93
5.5,Action|Sci-Fi,Battle for the Planet of the Apes,G,1973,96
7.3,Drama|Music,Songcatcher,PG-13,2000,109
6.3,Drama,Higher Ground,R,2011,109
5.1,Comedy|Romance,Vaalu,,2015,155
6.6,Comedy|Documentary,The Greatest Movie Ever Sold,PG-13,2011,90
6.1,Comedy|Horror,Ed and His Dead Mother,PG-13,1993,93
7.5,Adventure|Drama,Travelers and Magicians,,2003,108
7,Western,Hang 'Em High,M,1968,114
7.2,Crime|Drama|Film-Noir,Deadline - U.S.A.,,1952,87
5.3,Horror|Thriller,Sublime,R,2007,113
8.7,Comedy|Horror|Thriller,A Beginner's Guide to Snuff,,2016,87
3.4,Action|Sci-Fi,Independence Daysaster,PG-13,2013,90
5.4,Comedy|Drama,Dysfunctional Friends,Not Rated,2012,111
7.8,Crime|Drama,Run Lola Run,R,1998,81
6.7,Drama|Horror,May,R,2002,93
4.7,Adventure|Family,Against the Wild,PG,2013,90
6.3,Horror,Living Dark: The Story of Ted the Caver,PG-13,2013,112
7.4,Adventure|Drama,Under the Same Moon,PG-13,2007,106
6.1,Action|Sci-Fi,Conquest of the Planet of the Apes,PG,1972,88
7.5,Crime|Drama,In the Bedroom,R,2001,138
6.3,Horror|Thriller,I Spit on Your Grave,R,2010,105
6.3,Comedy|Crime|Romance,"Happy, Texas",PG-13,1999,98
6.8,Drama|Romance,My Summer of Love,R,2004,86
7.8,Drama|Romance,The Lunchbox,PG,2013,104
6.9,Drama|Romance,Yes,R,2004,100
8,Comedy|Drama|Romance,You Can't Take It with You,Approved,1938,126
7.8,Drama|Romance|War,From Here to Eternity,Not Rated,1953,118
7.4,Western,She Wore a Yellow Ribbon,Unrated,1949,103
6.1,Drama|Music,Grace Unplugged,PG,2013,102
4.3,Comedy|Drama,Foolish,R,1999,84
3.5,Crime|Drama|Thriller,N-Secure,R,2010,
7.2,Comedy|Drama|Romance,Caramel,PG,2007,95
4.7,Horror|Thriller,Out of the Dark,R,2014,92
7.3,Comedy|Drama|Romance,The Bubble,Unrated,2006,90
7.9,Drama|Mystery|Thriller,The Conversation,PG,1974,113
5.1,Romance,Dil Jo Bhi Kahey...,,2005,
7.2,Crime|Drama|Romance,Mississippi Mermaid,R,1969,123
5.4,Drama|Mystery,I Love Your Work,R,2003,111
3.7,Horror,Cabin Fever,Not Rated,2016,99
7.4,Action|Horror|Thriller,Dawn of the Dead,R,2004,110
7.1,Comedy|Drama|Romance,Waitress,PG-13,2007,108
6.8,Action|Biography|Drama|Sport,Bloodsport,R,1988,92
8.2,Comedy|Drama,Mr. Smith Goes to Washington,Not Rated,1939,120
7,Drama,Kids,,1995,91
7.4,Comedy|Drama,The Squid and the Whale,R,2005,88
6.7,Comedy|Drama|Romance,Kissing Jessica Stein,R,2001,97
5.7,Comedy|Drama,"A Woman, a Gun and a Noodle Shop",R,2009,95
9.1,Action,Kickboxer: Vengeance,,2016,90
7.6,Film-Noir|Mystery|Romance|Thriller,Spellbound,Unrated,1945,95
7.2,Drama|Mystery|Romance,Exotica,R,1994,103
7.5,Comedy|Crime|Drama|Romance,Buffalo '66,R,1998,110
6.8,Fantasy|Horror|Mystery|Thriller,Insidious,PG-13,2010,103
6.9,Comedy|Crime|Sci-Fi|Thriller,Repo Man,R,1984,92
7.9,Crime|Drama|Thriller,Nine Queens,R,2000,114
7.6,Documentary|War,The Gatekeepers,PG-13,2012,101
6.7,Drama,The Ballad of Jack and Rose,R,2005,112
5.8,Comedy|Romance,The To Do List,R,2013,104
6.5,Crime|Drama|Thriller,Killing Zoe,R,1993,99
7.2,Drama,The Believer,R,2001,98
6.9,Drama|Romance,Snow Angels,R,2007,107
5.5,Action|Horror|Thriller,Unsullied,R,2014,93
6.5,Horror|Mystery,Session 9,R,2001,100
6.2,Comedy|Romance,I Want Someone to Eat Cheese With,R,2006,80
6.7,Drama|Family,Mooz-Lum,PG-13,2010,94
5.7,Comedy|Horror,Hatchet,R,2006,93
8.6,Comedy|Drama|Family,Modern Times,G,1936,87
6.5,Drama,Stolen Summer,PG,2002,91
6.3,Comedy|Fantasy,My Name Is Bruce,R,2007,84
4.3,Comedy|Drama,The Salon,PG-13,2005,90
6.1,Comedy,Road Hard,,2015,98
6,Drama|Music|Romance,Forty Shades of Blue,R,2005,108
5.8,Drama|War,Amigo,R,2010,124
6.7,Fantasy|Horror,Pontypool,Not Rated,2008,95
6.7,Drama,Trucker,R,2008,90
7.6,Comedy|Drama|Romance,Me You and Five Bucks,,2015,93
5.1,Drama|Fantasy|Horror|Thriller,The Lords of Salem,R,2012,101
6.8,Comedy|Horror|Mystery,Housebound,Not Rated,2014,107
6.8,Documentary,Wal-Mart: The High Cost of Low Price,Not Rated,2005,20
6.8,Drama|Fantasy|Romance,Fetching Cody,,2005,87
6.3,Comedy|Drama,Once Upon a Time in Queens,R,2013,98
7.1,Comedy|Drama,Closer to the Moon,Not Rated,2014,112
2.8,Sci-Fi,Mutant World,,2014,82
8.2,Comedy|Drama|Family,Growing Up Smith,PG-13,2015,102
3.1,Action|Crime|Thriller,Checkmate,,2015,97
7,Action|Crime|Mystery|Thriller,Jack Reacher,PG-13,2012,130
3.3,Drama|Horror|Mystery|Thriller,#Horror,Not Rated,2015,101
3.6,Action|Horror|Thriller,Wind Walkers,R,2015,93
7.7,Animation|Family|Fantasy|Musical,Snow White and the Seven Dwarfs,Approved,1937,83
6.7,Drama,The Holy Girl,R,2004,106
5.5,Western,Shalako,PG,1968,113
6.6,Adventure|Comedy|Horror,Incident at Loch Ness,PG-13,2004,94
4.8,Drama,The Dog Lover,PG,2016,101
5.5,Horror|Thriller,Girl House,,2014,99
6.3,Crime|Romance|Thriller,The Blue Room,R,2014,76
6.9,Horror|Thriller,House at the End of the Drive,R,2014,91
6.5,Adventure|Comedy|Family,Batman: The Movie,Approved,1966,105
8.2,Comedy|Crime,"Lock, Stock and Two Smoking Barrels",R,1998,120
7.1,Western,The Ballad of Gregorio Cortez,,1982,105
7.3,Action|Crime|Drama|Mystery,The Streets of San Francisco            ,,,120
8.1,Drama,The Celebration,R,1998,105
7.2,Comedy|Drama,Trees Lounge,R,1996,95
7.4,Drama,Journey from the Fall,R,2006,135
6.5,Drama,The Basket,PG,1999,105
5.7,Comedy|Horror,Eddie: The Sleepwalking Cannibal,Not Rated,2012,83
6.1,Action|Crime|Drama|Thriller,Mercury Rising,R,1998,111
7.7,Drama|Sci-Fi,Space: Above and Beyond            ,,,60
8.7,Action|Biography|Drama|History,Queen of the Mountains,PG-13,2014,135
4.3,Action|Sci-Fi,Def-Con 4,R,1985,88
6.2,Comedy,The Hebrew Hammer,R,2003,87
3.3,Comedy|Musical|Romance,Neal 'N' Nikki,,2005,97
2.7,Comedy,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,R,2010,82
5.2,Horror|Romance|Thriller,Forget Me Not,R,2009,103
8.2,Drama|Film-Noir|Mystery|Thriller,Rebecca,Not Rated,1940,130
6.1,Horror|Mystery|Thriller,Friday the 13th Part 2,R,1981,87
8,Drama|Film-Noir,The Lost Weekend,Not Rated,1945,101
5.5,Horror|Sci-Fi,C.H.U.D.,R,1984,96
5.7,Drama|Music,Filly Brown,R,2012,80
3.7,Animation,The Lion of Judah,PG,2011,87
7.1,Crime|Film-Noir|Thriller,Niagara,Approved,1953,92
7.8,Drama|Family,How Green Was My Valley,Approved,1941,118
7.3,Drama,The Girlfriend Experience            ,TV-MA,,27
4.1,Comedy|Romance|Thriller,Da Sweet Blood of Jesus,,2014,123
7.2,Drama,"Sex, Lies, and Videotape",R,1989,100
7.7,Horror|Mystery|Thriller,Saw,R,2004,103
7.1,Comedy|Crime|Mystery,Super Troopers,R,2001,100
7.6,Action|Romance|Thriller,The Algerian,,2014,99
7,Comedy|Drama,The Amazing Catfish,,2013,89
5.5,Drama|Sci-Fi|Thriller,The Day the Earth Stood Still,PG-13,2008,104
7.4,Comedy|Drama|Romance,Monsoon Wedding,R,2001,114
7.7,Drama,You Can Count on Me,R,2000,111
7.2,Comedy|Mystery|Romance,The Trouble with Harry,Approved,1955,99
7.8,Crime|Drama|Mystery|Thriller,Lucky Number Slevin,R,2006,110
6.6,Comedy|Drama,But I'm a Cheerleader,R,1999,85
6,Drama|Sport,Home Run,PG-13,2013,113
8.4,Crime|Drama|Thriller,Reservoir Dogs,R,1992,99
6.5,Drama|Family|Fantasy,The Blue Bird,Approved,1940,83
8.9,Western,"The Good, the Bad and the Ugly",Approved,1966,142
7.9,Comedy|Drama,The Second Mother,R,2015,112
6,Comedy|Drama,Blue Like Jazz,PG-13,2012,108
6.1,Comedy|Music,Down and Out with the Dolls,R,2001,88
7.4,Documentary,"Pink Ribbons, Inc.",Not Rated,2011,97
6.2,Comedy|Documentary,Certifiably Jonathan,,2007,85
5.6,Drama,Q,,2011,103
7.2,Comedy|Drama,The Knife of Don Juan,,2013,110
6.1,Adventure|Comedy|Drama,Grand Theft Parsons,PG-13,2003,88
3.8,Comedy,Extreme Movie,R,2008,76
7.1,Action|Adventure|Romance|War,The Charge of the Light Brigade,Approved,1936,100
4.5,Thriller,Below Zero,R,2011,99
3.8,Action|Horror|Mystery|Thriller,Crowsnest,R,2012,84
6.2,Adventure|Comedy|Sport,Airborne,PG,1993,91
6.6,Action|Comedy,Cotton Comes to Harlem,R,1970,97
4.6,Horror,The Wicked Within,R,2015,84
4.2,Horror,Bleeding Hearts,,2015,100
6.8,Comedy,Waiting...,R,2005,94
7.7,Crime|Drama|Thriller,Dead Man's Shoes,,2004,90
7.1,Drama|Horror|Thriller,Wolf Creek            ,,,
